,Accenture_predictions,Adobe_Systems_predictions,Advanced_Micro_Devices_predictions,Akamai_Technologies_predictions,Alliance_Data_Systems_predictions,Amphenol_Corp_predictions,Analog_Devices_predictions,ANSYS_predictions,Apple_predictions,Applied_Materials_predictions,Autodesk_predictions,Automatic_Data_Processing_predictions,Broadcom_predictions,Broadridge_Financial_Solutions_predictions,Cadence_Design_Systems_predictions,Cisco_Systems_predictions,Citrix_Systems_predictions,Cognizant_Technology_Solutions_predictions,Corning_predictions,F5_Networks_predictions,Fidelity_National_Information_Services_predictions,Fiserv_predictions,FleetCor_Technologies_predictions,FLIR_Systems_predictions,Fortinet_predictions,Global_Payments_predictions,HP_predictions,Intel_predictions,International_Business_Machines_predictions,Intuit_predictions,IPG_Photonics_predictions,Jack_Henry_Associates_predictions,Juniper_Networks_predictions,Keysight_Technologies_predictions,KLA_Tencor_Corp_predictions,Lam_Research_predictions,Mastercard_predictions,Microchip_Technology_predictions,Micron_Technology_predictions,Microsoft_predictions,Motorola_Solutions_predictions,NetApp_predictions,Nvidia_Corporation_predictions,Oracle_predictions,Paychex_predictions,QUALCOMM_predictions,Red_Hat_predictions,Salesforce_predictions,Rollins_predictions,Seagate_Technology_predictions,Skyworks_Solution_predictions,Symantec_predictions,Synopsys_predictions,TE_Connectivity_predictions,Texas_Instruments_predictions,Total_System_Services_predictions,Verisign_predictions,Visa_predictions,Western_Digital_predictions,Western_Union_predictions,Xerox_predictions,Xilinx_predictions
264,[143.34364529],[177.67611153],[11.81847068],[52.96633588],[231.78795358],[86.70173692],[91.22006701],[135.86184148],[162.64252567],[56.69793629],[123.73918935],[118.23789212],[252.59217014],[85.97689927],[43.0941683],[34.42812863],[82.65943188],[75.33903968],[31.5316101],[121.35537419],[96.62001608],[130.18296853],[165.42019663],[47.12057066],[38.81014573],[101.56375214],[21.49384541],[44.31821668],[153.7848794],[153.53535006],[208.22354609],[110.53483577],[25.16301703],[7.38008166],[108.06685972],[208.07626436],[147.79837437],[94.69173228],[40.90453915],[83.82825362],[91.25043971],[43.97646392],[201.41500492],[50.86868355],[65.45317248],[54.48553205],[120.84125431],[100.60689468],[43.50573236],[36.69477569],[107.9052995],[32.08811223],[87.20889974],[89.43838287],[97.50888028],[70.50444184],[109.04956423],[109.60179323],[87.13512746],[20.25407647],[30.49199094],[72.74018153]
265,[143.27671321],[175.81988918],[10.9990698],[52.4584343],[224.46577057],[85.67789393],[91.29893834],[135.8326114],[166.31304864],[55.97124026],[123.94733274],[117.04688705],[261.14226662],[85.68495771],[42.91148108],[34.07670444],[82.29129778],[75.48717374],[31.1906194],[119.80807849],[96.07496728],[129.49620172],[163.78034731],[46.68825226],[39.46859374],[101.75840653],[21.37447838],[44.40092448],[154.43616561],[151.43451536],[207.86589574],[110.62300239],[24.94102294],[7.49740453],[107.51085484],[206.38987598],[148.24935838],[95.1519613],[41.71428249],[83.9322324],[90.37701418],[43.54137926],[203.78630339],[50.66955658],[64.54370105],[54.57277834],[121.16712563],[100.65960745],[43.34478912],[36.65434531],[111.95698572],[32.42731649],[86.2984589],[89.53483231],[96.09399692],[71.13108307],[107.68932735],[109.91752227],[85.58185709],[19.72945086],[30.28962135],[73.02973808]
266,[142.41118348],[175.05432643],[11.08352385],[52.29575464],[223.68655238],[87.05346693],[91.29713658],[136.68481998],[168.54632789],[56.46536764],[125.09584331],[116.30053812],[263.80288536],[85.9390139],[43.17830338],[34.15447596],[82.53361997],[75.6223158],[31.32585721],[121.16767166],[93.00504746],[129.50846499],[165.28094055],[46.85346777],[39.49957736],[103.96693775],[21.52997431],[45.55629146],[153.96654395],[151.08605549],[212.95862978],[110.18472071],[24.93810216],[7.57432618],[108.81007547],[208.83394791],[148.04643883],[94.80275828],[44.49356048],[83.06644238],[90.54960099],[44.38781682],[207.74479317],[50.92153385],[63.80609409],[50.99239715],[120.91596722],[102.2015594],[43.98814635],[36.99090796],[113.72784556],[32.50100144],[86.5031166],[91.05014564],[96.77116252],[72.02947753],[107.61155869],[109.85967877],[89.46116402],[19.88123829],[30.39638096],[73.78333239]
267,[142.98474135],[176.33931654],[10.86340079],[52.68633315],[225.90739026],[86.83537769],[91.03805687],[135.69188209],[166.35803329],[55.77602788],[124.86762731],[115.37737792],[258.90169479],[86.35330561],[43.01153772],[34.60640704],[82.42421907],[73.49412013],[31.62671929],[120.66454],[93.39485983],[125.75978341],[164.44889806],[46.57756631],[38.78737067],[102.47710809],[21.46449984],[46.83411205],[154.01230637],[151.37335345],[206.39970272],[109.81027208],[24.83515045],[7.52400269],[105.30710609],[203.08386854],[148.15138143],[93.1538714],[44.35340872],[83.1704168],[90.54543562],[44.50033226],[207.56830072],[50.62096706],[64.11296361],[53.68692642],[121.3253333],[101.88726161],[43.72310697],[36.92494927],[111.21051051],[32.15586746],[86.20981809],[91.94402666],[96.41714081],[72.11157017],[108.91515432],[110.91596196],[89.3052836],[19.97483998],[30.31077593],[73.14649538]
268,[143.42869691],[181.3599794],[10.90164324],[52.31086254],[226.07366386],[87.5899715],[90.85374516],[148.87066099],[167.66736457],[56.27310252],[124.7847758],[114.31624563],[258.90500096],[86.2731213],[43.81819288],[34.249452],[82.33963437],[74.3602748],[31.61392817],[121.05133665],[93.51329455],[126.72331774],[182.69845492],[46.75098726],[38.64163181],[102.86051313],[21.42539568],[47.26316097],[153.26594277],[152.27970551],[208.12274886],[111.02009061],[24.41276767],[7.75529301],[106.5004005],[206.9535245],[147.50290574],[93.59984604],[44.29485169],[83.98044328],[90.04167297],[44.31830867],[206.03157347],[50.28125086],[64.57672788],[54.52716193],[121.06802527],[102.54106767],[44.75110385],[36.77014794],[111.66411413],[29.44872117],[87.05789594],[91.63638147],[96.82557843],[72.22504448],[109.35153275],[110.90063365],[88.47312864],[20.10060368],[29.48144261],[72.49595063]
269,[144.11512784],[182.27405619],[11.21405216],[52.9883126],[225.47813511],[87.30322672],[91.83061041],[149.56429375],[172.12637169],[56.57219064],[124.95822224],[112.32626261],[273.32533582],[86.90072944],[43.90518199],[34.47414407],[84.63627149],[74.23011416],[31.7032639],[119.74985279],[93.44841903],[127.13884807],[179.19153707],[46.99663335],[39.02492393],[103.51524276],[21.4679366],[46.47565546],[151.5692227],[153.75741336],[213.34514112],[111.67282115],[24.56862063],[4.86908392],[106.13939344],[207.08503005],[148.56044399],[93.759474],[43.71416042],[84.18228881],[94.44594121],[44.27261609],[208.72076958],[50.19889985],[64.02766262],[61.81505715],[121.67399587],[102.70244605],[45.27759779],[36.29591453],[113.29798769],[29.9124862],[86.91731842],[92.75660901],[98.00345735],[72.34586512],[108.50445953],[111.20694102],[87.08388258],[19.49044377],[29.06072355],[72.8226436]
270,[143.57340947],[180.60174786],[12.07344777],[53.76230611],[229.63723912],[87.3587052],[91.93693258],[151.06326809],[174.43679992],[56.52675684],[123.38783096],[112.82400115],[271.52412856],[87.3560612],[44.31423955],[34.37724486],[84.32235148],[74.69774478],[32.25690653],[120.15544432],[90.66913191],[127.09541551],[176.09385582],[47.29899292],[39.1339212],[104.08818275],[21.37579739],[46.85496992],[151.39283305],[152.53438675],[220.97868401],[112.62386845],[24.49972968],[4.87097389],[107.70991424],[209.35434661],[149.27185657],[91.57869194],[43.95039121],[84.30958266],[92.16102376],[44.60949487],[211.80568475],[50.50053298],[64.25556282],[63.65888401],[122.01920463],[102.72879583],[45.37239936],[37.13661713],[111.44618111],[28.85418847],[87.00490582],[93.25445901],[98.37629286],[72.02117743],[109.19141402],[111.99696145],[85.99977721],[19.1958996],[28.60625464],[73.87708339]
271,[143.89084781],[181.94335569],[11.30804089],[53.87019936],[227.86954976],[86.70544178],[89.7961579],[151.13190883],[175.39562919],[55.55767422],[122.45321537],[112.04658158],[265.66331479],[87.856991],[43.5542795],[34.12485627],[84.1249243],[73.86024792],[31.81637243],[120.92293374],[92.65702486],[128.79511308],[177.88915571],[46.31035333],[39.50959919],[99.27313666],[21.32964607],[46.34011289],[150.26987472],[152.49603465],[218.50269995],[113.9362805],[25.30872966],[5.30060385],[102.49948701],[206.53037266],[148.58728249],[90.9716027],[43.50638721],[84.13637309],[91.6232778],[46.25589322],[206.03082926],[49.26693861],[64.76467143],[64.3378231],[123.52235873],[103.56805888],[44.66531991],[37.40576946],[111.16003215],[28.62956562],[86.86357964],[92.98406107],[97.10423804],[72.27984638],[109.47131407],[112.0117972],[87.66867585],[20.09342461],[29.33110064],[70.84155351]
272,[143.91338656],[181.74131843],[11.12112961],[54.23855655],[225.5671681],[88.24684828],[89.6852326],[150.4450399],[174.18694655],[56.35509215],[123.25691519],[111.17318325],[265.0833824],[88.46892979],[44.05767735],[33.96319708],[84.45184179],[74.24918995],[31.75502253],[119.82756471],[92.71078709],[128.07854319],[179.30617571],[46.76250743],[39.95943946],[98.9121265],[21.22647748],[45.60571414],[149.24096666],[153.35255166],[224.11094369],[113.82478842],[25.03633612],[5.54478698],[102.58819277],[207.57652565],[148.81885493],[91.67983117],[44.87393181],[83.8984665],[90.86683233],[46.41279381],[215.95272689],[49.36767624],[64.63494926],[64.24157666],[124.27262166],[105.07061592],[44.991172],[37.99815108],[110.51847983],[28.33088173],[87.3599668],[93.55698824],[97.04336896],[72.36729337],[109.78921899],[111.76878964],[88.98949105],[20.10488091],[29.19956886],[71.94458661]
273,[143.99717231],[182.00782362],[11.03635059],[53.54406966],[224.2027628],[88.4192114],[90.20201087],[151.1620569],[173.55341398],[57.03815318],[124.74709548],[111.68350455],[265.27349034],[87.55868062],[44.68562381],[33.96818615],[84.19272946],[74.51211308],[31.65231163],[120.82389136],[92.95910436],[128.22218579],[181.67607256],[47.14749191],[40.3532244],[99.69936389],[21.16105991],[45.74339716],[148.39488104],[155.01465078],[224.3755705],[112.94221229],[25.34965607],[5.04126123],[101.8320878],[209.35496971],[148.96136236],[91.07179455],[45.69041589],[83.9871038],[91.46408709],[46.129734],[212.60630122],[49.3974322],[65.10537945],[66.33656461],[124.00335456],[105.60312853],[45.36518801],[37.64273303],[110.52768231],[28.02853325],[87.85643396],[93.37485521],[97.11217184],[72.78572848],[111.17736559],[111.29782013],[88.40584224],[19.53102469],[28.15778659],[72.27728311]
274,[144.99832104],[181.39561858],[11.05330057],[53.7490415],[226.11498563],[88.97934273],[90.48265346],[149.55664229],[170.94291158],[56.49122402],[123.8418148],[112.08535801],[263.83228993],[89.71231776],[44.78377176],[34.06184132],[85.09758517],[74.96306204],[31.68372409],[121.20093122],[93.33836406],[129.68786538],[178.65541108],[47.11228618],[40.03749565],[101.73322432],[21.34962121],[45.83430838],[148.93320987],[155.27460833],[226.44127834],[113.09530275],[26.34596194],[5.07950128],[102.31345134],[208.79110525],[149.23553537],[91.04349938],[45.76935599],[84.10520456],[91.0807056],[45.66610098],[214.66687991],[49.22730005],[65.39775748],[65.81150654],[124.5675936],[106.10781258],[45.3191263],[37.44277701],[111.27813806],[28.06518259],[87.8214675],[93.87336409],[97.02941986],[73.44433832],[111.18164965],[111.83478195],[91.67856509],[19.66072927],[28.0728365],[71.98437291]
275,[144.31428913],[180.15823323],[11.17831434],[54.0216139],[224.4704523],[88.38737895],[89.23983264],[149.22082474],[168.69820405],[55.85201736],[124.13143564],[110.73086782],[265.98515688],[88.67479138],[44.34568248],[34.09860527],[84.22409741],[74.04226524],[31.35959759],[119.92999282],[93.49268543],[128.67340558],[176.60519367],[47.20610277],[39.88955658],[99.30183248],[21.35190147],[45.47112019],[147.04656332],[153.89021795],[227.25782408],[112.46570292],[25.93061414],[5.11784657],[102.87012188],[208.05459767],[147.6295261],[89.73366475],[45.354316],[83.04037823],[90.41388442],[45.7725511],[211.17566996],[48.87707862],[64.65587376],[65.61538462],[123.87954127],[105.46995198],[44.92464228],[37.8102815],[109.06387426],[27.74334361],[87.65317028],[92.79544174],[96.86059374],[73.05246683],[110.50532897],[110.18388767],[90.48848433],[19.60183027],[28.2122745],[71.13228736]
276,[147.05714919],[182.66319496],[11.23852309],[55.26790882],[225.29765641],[89.31948067],[90.46011867],[151.67062676],[170.73470463],[57.79526279],[127.26163989],[111.11668122],[272.15928039],[88.78127357],[44.87710272],[35.89361153],[85.55332752],[75.346715],[31.65241887],[121.95242767],[93.2374424],[129.55313046],[178.69045561],[47.50092997],[40.26873425],[100.21068557],[21.5529099],[45.66452769],[149.23784155],[155.75794135],[233.28957263],[112.27529698],[26.22247569],[5.29220078],[104.76733737],[213.31963903],[149.5934443],[90.83061871],[46.2438321],[83.26199213],[90.99031171],[52.90454841],[210.80387875],[49.21035569],[65.60872577],[66.08919474],[126.63892229],[106.98088929],[45.32959806],[39.15514634],[110.13128378],[28.25600052],[89.01389057],[95.18040113],[98.34368053],[74.08470109],[113.02527317],[110.83178476],[91.08231492],[19.79871881],[28.30366771],[72.63505356]
277,[145.46259796],[182.32054588],[11.42461925],[55.44581659],[224.27993312],[89.47528399],[90.51507614],[150.6875905],[169.79398379],[56.57441688],[127.47625716],[111.06121977],[271.89539252],[89.193232],[44.5892569],[35.89039199],[86.39810501],[72.87282507],[31.64420035],[123.47181406],[92.17702588],[128.47908875],[178.67799219],[46.50875882],[40.3385917],[99.96497401],[21.74936917],[44.67103463],[148.77119006],[156.59773807],[237.00177081],[112.07204284],[26.24491229],[5.5732406],[101.78434251],[210.6843261],[148.33410783],[91.31140604],[46.16851592],[82.48819272],[90.9977664],[53.03502285],[211.63758801],[48.94421749],[64.97189945],[66.66194166],[126.09261548],[107.49254686],[45.01415441],[39.4222107],[110.09190642],[28.0590566],[88.49202119],[95.11864704],[97.75076016],[73.81130104],[113.706108],[109.79926451],[91.47804669],[19.65577836],[28.37124107],[71.78657853]
278,[146.68300354],[182.44965078],[11.36708803],[55.37695864],[224.67294481],[89.86975368],[92.88657577],[151.03775381],[169.56069292],[57.61903953],[126.27346105],[110.52514711],[274.73807773],[89.79571817],[44.88590291],[36.58649095],[86.01595186],[71.94374191],[31.75139756],[122.65159681],[92.12257362],[128.47773433],[178.78477135],[46.91481487],[40.78330214],[101.30160131],[22.11135792],[44.61575693],[150.61276883],[157.91308538],[240.71021176],[112.52351197],[26.88087046],[5.274422],[102.57693236],[215.19991554],[148.84017788],[91.36166662],[47.72025502],[82.57854068],[92.42588142],[55.0736062],[213.8990541],[49.0528494],[65.22575684],[66.44323376],[126.93065695],[107.32891648],[45.22444711],[39.85793284],[109.98460225],[28.17960286],[88.92669834],[95.99181879],[98.31086999],[73.39526503],[115.19157649],[109.73782267],[90.7975679],[19.69403287],[28.51625776],[72.66068357]
279,[147.9055317],[184.31133261],[11.39632057],[55.67002054],[223.77081835],[90.84913621],[90.36213828],[153.64242585],[172.71780139],[58.78605236],[127.97121144],[110.67677742],[276.44730726],[90.79910984],[45.35489551],[36.57988546],[86.68647724],[71.70716546],[31.96232163],[122.49679715],[91.86769481],[128.31848152],[180.24550483],[47.21228552],[41.34114046],[103.13293013],[22.45853125],[44.90760121],[151.73989666],[151.70731243],[246.63470303],[113.36070135],[27.00093046],[5.07023396],[104.57489889],[219.06246524],[151.82162134],[91.87127708],[49.55652349],[83.8124898],[92.48576416],[55.33513908],[216.48835984],[48.64625878],[65.08654153],[66.68086104],[128.6891372],[108.71204799],[45.41332182],[40.14675417],[110.24102865],[28.10203647],[89.301288],[95.98609435],[99.19957786],[74.1330483],[116.05555562],[111.37833292],[92.40817682],[19.69538457],[28.44215793],[73.29619385]
280,[147.2055138],[182.8407832],[11.35988512],[55.72259045],[221.82494379],[89.82679901],[88.66485528],[150.59612098],[174.59020549],[57.82093523],[127.79460277],[110.21396389],[275.30339885],[88.79027688],[45.01160412],[36.5918691],[86.70375571],[71.7846542],[31.80968458],[122.06338377],[91.74175106],[127.8757492],[178.53845236],[46.85528745],[41.77593445],[102.44974278],[21.35303034],[44.6483502],[151.68983236],[151.82840071],[239.65053588],[114.27609415],[27.01178022],[5.26982811],[104.5946014],[215.59033925],[150.56436569],[90.53097959],[49.05976387],[83.14924858],[91.83439026],[56.31552574],[215.32841742],[48.58957991],[64.75525745],[68.11749311],[126.58814955],[106.95159657],[45.33549705],[40.29354628],[108.6993943],[28.44207407],[89.52755688],[94.52527614],[98.10365463],[73.75998278],[115.88650757],[110.70724514],[92.99503296],[19.55914604],[28.29893717],[72.22745869]
281,[147.72071898],[184.68376786],[11.37173671],[55.79775759],[221.9754322],[90.96520433],[89.41370998],[151.70322231],[174.52648279],[58.00285248],[129.61936642],[110.04634568],[282.25484284],[89.37022283],[45.62705102],[36.48023572],[86.27142188],[72.25102405],[31.86769984],[123.16357374],[92.1665346],[128.18067541],[180.22632855],[47.08830576],[41.91882786],[103.42119698],[21.23333386],[44.76470495],[151.74846929],[154.01309531],[242.90908761],[114.63375514],[27.30979264],[5.24539991],[105.07352517],[217.09903273],[152.03263599],[91.04716924],[49.72135275],[83.29546487],[92.32744794],[56.54142583],[217.20996983],[49.02427195],[64.6655106],[68.8309163],[128.38219408],[107.28314938],[45.22706907],[40.26865791],[109.83440028],[28.55779243],[90.09185719],[95.242398],[99.35032424],[74.53429093],[117.33252582],[111.81557539],[92.75227448],[19.66121874],[28.51022106],[72.9689504]
282,[147.48712212],[185.05159709],[11.55421571],[55.36110054],[221.36807347],[90.31758527],[87.70867217],[151.27405418],[173.6241631],[57.00328844],[130.35314665],[110.20118892],[284.54559351],[88.99246599],[45.15261086],[36.90284823],[86.26015932],[72.35645247],[32.05327585],[123.68278282],[92.00271842],[128.23679888],[178.70665252],[47.09320735],[41.82797824],[103.79112732],[21.28516564],[44.51531214],[151.86949762],[154.90865015],[240.48527811],[115.00084507],[27.34187563],[5.14976825],[104.40108949],[211.26032525],[152.25898435],[89.13140841],[47.96422197],[83.92197982],[92.91843309],[56.37406053],[214.43683722],[48.88934636],[64.6881605],[68.08036486],[128.36097661],[106.75728432],[45.24982693],[38.98921342],[107.38608501],[28.83424026],[89.32469743],[94.81925479],[98.67069251],[74.10807673],[117.14183117],[112.32869618],[86.42178757],[19.47610092],[28.2450535],[72.48872652]
283,[148.1144507],[185.51655067],[11.2105062],[55.36549914],[225.48401562],[91.06040555],[87.17404976],[150.19087403],[172.66523263],[57.34129858],[129.97926497],[111.25707862],[277.60042697],[90.33112665],[45.22659244],[37.76682101],[87.54573058],[72.83386323],[32.44717382],[126.51770552],[92.72751789],[128.48553808],[180.02929012],[47.58709311],[42.15502248],[103.68136584],[21.61899867],[44.73373109],[152.44778047],[155.84281984],[241.66738169],[115.38021513],[28.15054423],[5.400349],[107.16028327],[213.22700582],[153.45767972],[90.58111517],[47.91230579],[84.88585012],[94.64506445],[56.85592578],[211.10997837],[49.04099111],[65.79947479],[68.39306265],[129.1800095],[106.59167911],[45.37169973],[40.00813978],[107.72943023],[28.96259204],[89.8425999],[95.78049539],[99.5091329],[74.19069207],[117.11747748],[113.17400678],[86.70390632],[19.70848603],[29.03606739],[72.17982679]
284,[147.04367994],[176.39381983],[10.7976244],[55.35309731],[232.95908314],[89.73999729],[85.90102666],[146.63283221],[169.08825089],[53.24404879],[108.29617618],[113.40870842],[271.91803226],[89.25162347],[43.24502589],[37.49206945],[86.95744934],[72.05694237],[32.51905303],[129.65563445],[92.68143632],[128.75199146],[179.7931259],[46.53584784],[41.47546969],[98.88790524],[21.40341946],[43.98625837],[153.50075325],[154.19167849],[228.84935072],[114.02568367],[29.5223507],[5.6307767],[100.66272094],[195.75404469],[147.66929206],[86.94060081],[43.57000271],[83.39265755],[94.19607131],[56.31363502],[197.46108606],[48.52458533],[66.61685901],[66.40388307],[124.75513414],[103.91016029],[46.15322368],[38.67064758],[105.46414636],[28.5898658],[86.9165859],[94.30749905],[97.05188903],[72.43854809],[114.84388426],[109.87047359],[81.05825859],[19.68035021],[29.32457823],[69.53790448]
285,[148.07532908],[182.17746631],[10.83739433],[55.78946635],[239.15205662],[90.63975123],[86.19386653],[148.14288221],[171.48307179],[52.65923649],[110.50165334],[114.53409977],[278.20735476],[90.28367459],[43.94876275],[37.33295414],[87.61661623],[72.25752444],[32.41850334],[133.98131839],[94.25145053],[131.38468949],[181.74574973],[46.60379616],[42.04285845],[100.68727566],[21.43042155],[44.81350102],[153.88420939],[157.39262508],[229.58076192],[115.30360651],[27.86932652],[5.46859736],[102.30009396],[191.41837838],[149.66365894],[87.0216705],[42.23799901],[84.19072181],[94.10096753],[56.52356787],[199.70823173],[49.06463225],[67.39514977],[66.43115864],[126.63215171],[104.56758526],[46.36112026],[38.51313142],[105.00892812],[28.94846852],[90.16394075],[94.44872474],[97.40143502],[74.39288338],[115.27884589],[112.31051747],[78.3135405],[19.70055073],[29.68411632],[69.50172544]
286,[146.64008976],[179.78875022],[10.74388293],[55.7978348],[234.15642189],[89.76307455],[85.57602326],[146.8920722],[170.69306579],[51.83644275],[107.55866195],[113.78306891],[272.20596125],[90.13109575],[43.8369519],[37.58832597],[88.36687615],[71.31973254],[31.86034016],[132.79987433],[93.66317149],[130.47578047],[181.08906725],[46.4491431],[42.24733203],[100.85180879],[21.42412866],[44.69373365],[154.70380805],[156.42573897],[224.00359291],[114.12088514],[28.39290634],[5.26851135],[103.58873808],[187.57312162],[149.00757829],[87.18886839],[42.18495122],[84.32967535],[92.94956234],[56.4239169],[197.53009667],[49.60847257],[66.93740981],[65.48000235],[125.6255086],[104.03317542],[46.7096366],[39.1685453],[102.39658566],[29.1290926],[90.43191046],[93.73745237],[97.3205691],[73.90111041],[114.98243055],[110.79615409],[79.48161186],[19.70280764],[29.71455913],[68.21284502]
287,[147.27355194],[168.54231393],[10.10040336],[56.43546699],[238.41602641],[88.46685694],[84.85545519],[141.72919711],[169.40458091],[49.7170178],[107.42739381],[114.79683872],[264.61752957],[90.2221314],[42.5247585],[37.7912598],[86.84966217],[70.33953826],[32.18235511],[132.60120493],[93.67372797],[132.18540102],[183.48497595],[46.28081748],[41.56275504],[96.29478218],[21.07657063],[44.52388767],[156.36522352],[154.64970984],[200.44215328],[115.56556426],[27.88441873],[5.21938531],[101.28006924],[179.87786541],[142.73592523],[86.34600119],[39.70825432],[81.13516803],[93.66351518],[55.96188504],[187.57273179],[48.42074658],[67.64254358],[64.60911871],[120.27392518],[100.30016092],[46.05870381],[39.15154213],[98.58454705],[27.80626387],[88.26842582],[92.90780577],[96.08798004],[73.05230814],[112.64035007],[107.18907028],[76.94748651],[19.71455014],[29.37223464],[68.09181022]
288,[147.66973442],[168.39059444],[9.86263408],[56.45312767],[232.54445202],[88.25638186],[84.92362525],[143.38120276],[169.19334628],[49.96062951],[107.27891192],[115.60095359],[262.55321137],[88.67590547],[42.76759225],[37.32919483],[87.35043287],[70.40156006],[32.24462893],[132.59292156],[95.05465752],[130.94991137],[184.13911952],[46.05499831],[41.1221475],[96.54070266],[21.05723191],[43.51351904],[155.20771902],[154.54598981],[203.26855257],[114.75203365],[27.6203216],[5.0723981],[102.58928538],[179.60414358],[144.40965332],[86.22857803],[41.41260312],[81.72357296],[90.63053248],[56.11372974],[188.45632383],[48.03793695],[67.97841377],[64.77745396],[121.08993262],[101.03291367],[45.57711696],[39.13580145],[97.77047442],[27.4095808],[86.99744634],[92.56792241],[97.00888181],[74.21762046],[112.52619823],[108.52511108],[78.4366048],[19.55541966],[29.45138791],[68.50312208]
289,[148.34162274],[173.94641702],[9.98444098],[55.78731593],[230.07267993],[87.76865264],[85.45932221],[145.06849437],[168.64674305],[50.83197883],[106.84666561],[115.90069501],[264.25675807],[88.66416314],[42.9086149],[37.40786874],[87.42058021],[71.49769595],[31.71039111],[131.58651101],[95.22814964],[130.72170189],[184.24076901],[46.18814159],[41.30432865],[97.27686008],[21.01994882],[43.43995118],[154.08429776],[156.33159986],[199.63054274],[115.99744889],[28.01526191],[5.06228247],[102.60792134],[183.80536742],[146.71767879],[86.38156974],[41.7230676],[82.83223407],[91.29575499],[57.18314311],[187.79621598],[48.39768453],[68.49137856],[64.9879356],[121.9762583],[102.88359316],[46.20850334],[39.17683328],[96.76635171],[27.41443454],[88.75834814],[92.30377533],[97.06327353],[74.73115795],[112.43420995],[109.59043394],[77.96925958],[19.41548986],[29.67036346],[68.3592597]
290,[148.66056149],[174.61200503],[10.11105957],[56.4219043],[232.2501566],[88.17906824],[86.0962206],[146.15861292],[169.06450581],[52.32024309],[109.9068856],[115.96827432],[264.48775703],[89.32586729],[43.58354945],[37.40889309],[87.07680432],[71.59261355],[31.75539972],[131.86949788],[95.84124657],[131.19336435],[185.99085803],[46.21233192],[41.4639373],[99.56922708],[20.9510554],[43.06025407],[153.49049253],[155.60554617],[207.00539116],[116.73508661],[28.3525785],[5.06172943],[104.66000633],[189.48413279],[148.83624247],[87.35035503],[43.33557203],[82.53008921],[92.8734184],[57.57591901],[191.82206718],[48.51937772],[68.56046227],[65.25197963],[123.74901283],[103.830906],[46.50521762],[39.57201909],[96.89360325],[27.59958539],[90.3938744],[93.94668622],[97.79271217],[75.87660143],[112.83682495],[111.21369188],[78.23705651],[19.53199551],[29.61492527],[69.05522131]
291,[150.50769023],[173.95533752],[10.03884002],[56.53750251],[232.94101867],[89.36747725],[85.53806399],[146.11847434],[168.96881804],[51.67052473],[107.06154559],[115.99961154],[260.50836939],[89.65087802],[43.60002052],[37.65447748],[87.64061027],[71.76955627],[32.31739649],[132.71827853],[95.76637164],[131.84129528],[186.32512722],[46.41456558],[41.98189954],[99.20406985],[21.05563949],[43.30762186],[154.86913453],[155.31855902],[205.54601313],[117.45718604],[28.42145151],[5.1785492],[103.97105445],[187.24462531],[149.29580217],[87.41227919],[43.31683585],[84.27292391],[92.68771672],[58.32427189],[192.72330107],[49.65246651],[69.0626993],[64.21443933],[125.47157364],[103.36696374],[46.01101788],[40.51902824],[96.32489655],[27.93911141],[90.39296886],[94.93191836],[98.04285465],[76.62147627],[112.94369862],[112.56742584],[81.61479597],[19.39057036],[29.59951471],[68.58766125]
292,[150.69455505],[174.47564735],[10.15531019],[56.56012546],[234.19176569],[89.19333068],[85.79048417],[146.41094934],[172.28432326],[51.70256029],[106.83580583],[117.82869778],[260.3848799],[89.93329376],[43.51451857],[37.94411896],[87.09395385],[71.48903516],[32.59415557],[133.17524633],[95.73276683],[131.87369219],[189.21358386],[46.24712722],[42.25551492],[100.20895968],[21.2907786],[43.65235499],[155.37277852],[155.7548678],[207.12000005],[116.92469322],[28.41994044],[5.118019],[103.97827522],[185.81162597],[150.14522409],[87.39986943],[42.93011547],[85.19290855],[92.34518362],[58.68149888],[194.81138959],[50.46482452],[69.07047535],[65.23567604],[126.63809778],[104.4754147],[45.32053749],[40.45402642],[97.07120733],[29.18442998],[89.55949577],[95.14730732],[98.80789808],[76.65156203],[114.34869993],[112.26622323],[81.31700097],[19.54324608],[29.60407515],[68.41558721]
293,[152.13277296],[172.24669526],[9.9316814],[57.00329132],[238.22689162],[89.68942636],[85.57001455],[145.4755749],[171.28642351],[50.52407231],[106.5216492],[117.07363425],[259.02178262],[89.40702642],[43.31236211],[37.93752822],[87.24458404],[71.42748526],[32.70892459],[135.39846134],[94.36734472],[131.27926425],[189.36007933],[46.93505824],[42.18887559],[100.02448005],[20.97417749],[43.36041578],[156.7324411],[155.9360069],[205.1211727],[116.37743168],[28.85794732],[5.29465819],[103.08752452],[181.61338748],[151.76920003],[86.01404386],[41.76927844],[85.53848908],[93.34766463],[57.92506125],[191.36072326],[50.37950459],[68.76757644],[64.77552672],[125.80942797],[103.70864716],[45.32170288],[42.19258717],[96.5255903],[28.93171835],[87.75262968],[95.67739583],[98.46025009],[77.07520632],[114.37860986],[113.31715056],[81.719839],[19.48542256],[29.76473759],[67.73317879]
